cik_num,date,doc_link,filings,html_link,inter_link,sic_num,xbrl_link
0001326380,2009-04-01,https://www.sec.gov/Archives/edgar/data/1326380/000095013409006730/0000950134-09-006730-index.htm,10-K,https://www.sec.gov/Archives/edgar/data/1326380/000095013409006730/d66430e10vk.htm,N/A,5734,N/A
0001326380,2009-03-27,https://www.sec.gov/Archives/edgar/data/1326380/000115752309002365/0001157523-09-002365-index.htm,8-K,,N/A,5734,N/A
0001326380,2009-02-23,https://www.sec.gov/Archives/edgar/data/1326380/000115752309001483/0001157523-09-001483-index.htm,8-K,,N/A,5734,N/A
0000315066,2009-02-17,https://www.sec.gov/Archives/edgar/data/1326380/000031506609001734/0000315066-09-001734-index.htm,SC 13G/A,,N/A,0000,N/A
0000052388,2009-02-13,https://www.sec.gov/Archives/edgar/data/1326380/000005238809000038/0000052388-09-000038-index.htm,SC 13G/A,,N/A,0000,N/A
0001326380,2009-02-11,https://www.sec.gov/Archives/edgar/data/1326380/000115752309001150/0001157523-09-001150-index.htm,8-K,,N/A,5734,N/A
0001326380,2009-01-07,https://www.sec.gov/Archives/edgar/data/1326380/000095013809000007/0000950138-09-000007-index.htm,8-K,,N/A,5734,N/A
0001326380,2008-12-11,https://www.sec.gov/Archives/edgar/data/1326380/000095013408022038/0000950134-08-022038-index.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000095013408022038/d65491e10vq.htm,N/A,5734,N/A
0001326380,2008-11-20,https://www.sec.gov/Archives/edgar/data/1326380/000115752308009454/0001157523-08-009454-index.htm,8-K,,N/A,5734,N/A
0001326380,2008-11-18,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000851/0000950138-08-000851-index.htm,8-K,,N/A,5734,N/A
0001326380,2008-10-30,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000770/0000950138-08-000770-index.htm,8-K,,N/A,5734,N/A
0001326380,2008-10-02,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000730/0000950138-08-000730-index.htm,8-K,,N/A,5734,N/A
0001326380,2008-09-12,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000678/0000950138-08-000678-index.htm,8-K,,N/A,5734,N/A
0001326380,2008-09-11,https://www.sec.gov/Archives/edgar/data/1326380/000095013408016477/0000950134-08-016477-index.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000095013408016477/d60148e10vq.htm,N/A,5734,N/A
0001326380,2008-09-04,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000664/0000950138-08-000664-index.htm,8-K,,N/A,5734,N/A
0001326380,2008-08-21,https://www.sec.gov/Archives/edgar/data/1326380/000115752308007019/0001157523-08-007019-index.htm,8-K,,N/A,5734,N/A
0001326380,2008-06-12,https://www.sec.gov/Archives/edgar/data/1326380/000095013408011106/0000950134-08-011106-index.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000095013408011106/d57541e10vq.htm,N/A,5734,N/A
0001326380,2008-05-23,https://www.sec.gov/Archives/edgar/data/1326380/000095013408010170/0000950134-08-010170-index.htm,DEF 14A,,N/A,5734,N/A
0001326380,2008-05-22,https://www.sec.gov/Archives/edgar/data/1326380/000115752308004529/0001157523-08-004529-index.htm,8-K,,N/A,5734,N/A
0001326380,2008-04-18,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000303/0000950138-08-000303-index.htm,8-K,,N/A,5734,N/A
0001326380,2008-04-16,https://www.sec.gov/Archives/edgar/data/1326380/000115752308002937/0001157523-08-002937-index.htm,8-K,,N/A,5734,N/A
0001326380,2008-04-02,https://www.sec.gov/Archives/edgar/data/1326380/000095013408005892/0000950134-08-005892-index.htm,10-K,https://www.sec.gov/Archives/edgar/data/1326380/000095013408005892/d55358e10vk.htm,N/A,5734,N/A
0001326380,2008-03-27,https://www.sec.gov/Archives/edgar/data/1326380/000000000008016019/0000000000-08-016019-index.htm,UPLOAD,,N/A,5734,N/A
0001326380,2008-03-26,https://www.sec.gov/Archives/edgar/data/1326380/000095013408005418/0000950134-08-005418-index.htm,CORRESP,,N/A,5734,N/A
0001326380,2008-03-18,https://www.sec.gov/Archives/edgar/data/1326380/000115752308002293/0001157523-08-002293-index.htm,8-K,,N/A,5734,N/A
0001326380,2008-02-15,https://www.sec.gov/Archives/edgar/data/1326380/000115752308001464/0001157523-08-001464-index.htm,8-K,,N/A,5734,N/A
0000315066,2008-02-14,https://www.sec.gov/Archives/edgar/data/1326380/000031506608001659/0000315066-08-001659-index.htm,SC 13G/A,,N/A,0000,N/A
N/A,2008-02-14,https://www.sec.gov/Archives/edgar/data/1326380/000091957408001184/0000919574-08-001184-index.htm,SC 13G/A,,N/A,N/A,N/A
0000052388,2008-02-13,https://www.sec.gov/Archives/edgar/data/1326380/000005238808000052/0000052388-08-000052-index.htm,SC 13G/A,,N/A,0000,N/A
0001326380,2008-02-13,https://www.sec.gov/Archives/edgar/data/1326380/000095013808000127/0000950138-08-000127-index.htm,8-K,,N/A,5734,N/A
0001326380,2008-02-07,https://www.sec.gov/Archives/edgar/data/1326380/000115752308001092/0001157523-08-001092-index.htm,8-K,,N/A,5734,N/A
0001326380,2008-01-08,https://www.sec.gov/Archives/edgar/data/1326380/000000000008001224/0000000000-08-001224-index.htm,UPLOAD,,N/A,5734,N/A
0001326380,2007-12-07,https://www.sec.gov/Archives/edgar/data/1326380/000095013407025084/0000950134-07-025084-index.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000095013407025084/d52126e10vq.htm,N/A,5734,N/A
0001326380,2007-11-30,https://www.sec.gov/Archives/edgar/data/1326380/000095013407024686/0000950134-07-024686-index.htm,CORRESP,,N/A,5734,N/A
0001326380,2007-11-20,https://www.sec.gov/Archives/edgar/data/1326380/000115752307011502/0001157523-07-011502-index.htm,8-K,,N/A,5734,N/A
0001326380,2007-11-02,https://www.sec.gov/Archives/edgar/data/1326380/000000000007053916/0000000000-07-053916-index.htm,UPLOAD,,N/A,5734,N/A
N/A,2007-10-31,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000861/0000950138-07-000861-index.htm,SC 13D/A,,N/A,N/A,N/A
0001326380,2007-10-11,https://www.sec.gov/Archives/edgar/data/1326380/000095013407021164/0000950134-07-021164-index.htm,CORRESP,,N/A,5734,N/A
0001326380,2007-09-27,https://www.sec.gov/Archives/edgar/data/1326380/000000000007047126/0000000000-07-047126-index.htm,UPLOAD,,N/A,5734,N/A
0001326380,2007-09-07,https://www.sec.gov/Archives/edgar/data/1326380/000095013407019687/0000950134-07-019687-index.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000095013407019687/d49727e10vq.htm,N/A,5734,N/A
0001326380,2007-08-23,https://www.sec.gov/Archives/edgar/data/1326380/000115752307008703/0001157523-07-008703-index.htm,8-K,,N/A,5734,N/A
0001326380,2007-07-23,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000587/0000950138-07-000587-index.htm,S-8,,N/A,5734,N/A
0001326380,2007-07-05,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000568/0000950138-07-000568-index.htm,8-K,,N/A,5734,N/A
0001326380,2007-06-14,https://www.sec.gov/Archives/edgar/data/1326380/000095013407013384/0000950134-07-013384-index.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000095013407013384/d47452e10vq.htm,N/A,5734,N/A
0001326380,2007-05-29,https://www.sec.gov/Archives/edgar/data/1326380/000095013407012490/0000950134-07-012490-index.htm,DEF 14A,,N/A,5734,N/A
0001326380,2007-05-23,https://www.sec.gov/Archives/edgar/data/1326380/000115752307005529/0001157523-07-005529-index.htm,8-K,,N/A,5734,N/A
N/A,2007-05-09,https://www.sec.gov/Archives/edgar/data/1326380/000113743907000162/0001137439-07-000162-index.htm,SC 13D/A,,N/A,N/A,N/A
N/A,2007-05-07,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000334/0000950138-07-000334-index.htm,SC 13D/A,,N/A,N/A,N/A
0001326380,2007-04-26,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000302/0000950138-07-000302-index.htm,8-K,,N/A,5734,N/A
0000315066,2007-04-10,https://www.sec.gov/Archives/edgar/data/1326380/000031506607002579/0000315066-07-002579-index.htm,SC 13G/A,,N/A,0000,N/A
0001326380,2007-04-04,https://www.sec.gov/Archives/edgar/data/1326380/000095013407007555/0000950134-07-007555-index.htm,10-K,https://www.sec.gov/Archives/edgar/data/1326380/000095013407007555/d45113e10vk.htm,N/A,5734,N/A
0001326380,2007-03-27,https://www.sec.gov/Archives/edgar/data/1326380/000115752307003014/0001157523-07-003014-index.htm,8-K,,N/A,5734,N/A
0000898358,2007-03-02,https://www.sec.gov/Archives/edgar/data/1326380/000089835807000015/0000898358-07-000015-index.htm,SC 13G,,N/A,0000,N/A
0000315066,2007-02-14,https://www.sec.gov/Archives/edgar/data/1326380/000031506607001800/0000315066-07-001800-index.htm,SC 13G/A,,N/A,0000,N/A
0000315066,2007-02-14,https://www.sec.gov/Archives/edgar/data/1326380/000031506607001799/0000315066-07-001799-index.htm,SC 13G/A,,N/A,0000,N/A
0000902219,2007-02-14,https://www.sec.gov/Archives/edgar/data/1326380/000090221907000791/0000902219-07-000791-index.htm,SC 13G/A,,N/A,0000,N/A
0001326380,2007-02-14,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000115/0000950138-07-000115-index.htm,8-K,,N/A,5734,N/A
N/A,2007-02-13,https://www.sec.gov/Archives/edgar/data/1326380/000114420407007110/0001144204-07-007110-index.htm,SC 13G/A,,N/A,N/A,N/A
0000052388,2007-02-13,https://www.sec.gov/Archives/edgar/data/1326380/000005238807000030/0000052388-07-000030-index.htm,SC 13G,,N/A,0000,N/A
0001326380,2007-02-12,https://www.sec.gov/Archives/edgar/data/1326380/000115752307001369/0001157523-07-001369-index.htm,8-K,,N/A,5734,N/A
N/A,2007-02-08,https://www.sec.gov/Archives/edgar/data/1326380/000114022307000014/0001140223-07-000014-index.htm,SC 13G,,N/A,N/A,N/A
0001326380,2007-02-07,https://www.sec.gov/Archives/edgar/data/1326380/000095013807000082/0000950138-07-000082-index.htm,8-K,,N/A,5734,N/A
N/A,2007-02-06,https://www.sec.gov/Archives/edgar/data/1326380/000095013707001536/0000950137-07-001536-index.htm,SC 13G,,N/A,N/A,N/A
N/A,2007-02-05,https://www.sec.gov/Archives/edgar/data/1326380/000091957407000388/0000919574-07-000388-index.htm,SC 13G/A,,N/A,N/A,N/A
N/A,2007-02-02,https://www.sec.gov/Archives/edgar/data/1326380/000094804607000080/0000948046-07-000080-index.htm,SC 13G,,N/A,N/A,N/A
0001326380,2006-12-29,https://www.sec.gov/Archives/edgar/data/1326380/000095013806000934/0000950138-06-000934-index.htm,DEF 14A,,N/A,5734,N/A
0001326380,2006-12-18,https://www.sec.gov/Archives/edgar/data/1326380/000095013806000914/0000950138-06-000914-index.htm,PRE 14A,,N/A,5734,N/A
0001326380,2006-12-18,https://www.sec.gov/Archives/edgar/data/1326380/000095013806000913/0000950138-06-000913-index.htm,8-K,,N/A,5734,N/A
0001326380,2006-12-05,https://www.sec.gov/Archives/edgar/data/1326380/000095013406022633/0000950134-06-022633-index.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000095013406022633/d41724e10vq.htm,N/A,5734,N/A
0001326380,2006-11-21,https://www.sec.gov/Archives/edgar/data/1326380/000115752306011569/0001157523-06-011569-index.htm,8-K,,N/A,5734,N/A
0001326380,2006-09-05,https://www.sec.gov/Archives/edgar/data/1326380/000095013406017280/0000950134-06-017280-index.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000095013406017280/d39286e10vq.htm,N/A,5734,N/A
0001326380,2006-08-17,https://www.sec.gov/Archives/edgar/data/1326380/000115752306008552/0001157523-06-008552-index.htm,8-K,,N/A,5734,N/A
0001326380,2006-06-22,https://www.sec.gov/Archives/edgar/data/1326380/000095013806000541/0000950138-06-000541-index.htm,8-K,,N/A,5734,N/A
0001326380,2006-06-02,https://www.sec.gov/Archives/edgar/data/1326380/000095013406011007/0000950134-06-011007-index.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000095013406011007/d36705e10vq.htm,N/A,5734,N/A
0001326380,2006-05-24,https://www.sec.gov/Archives/edgar/data/1326380/000095013406010522/0000950134-06-010522-index.htm,DEF 14A,,N/A,5734,N/A
0001326380,2006-05-18,https://www.sec.gov/Archives/edgar/data/1326380/000115752306005353/0001157523-06-005353-index.htm,8-K,,N/A,5734,N/A
0001057746,2006-04-26,https://www.sec.gov/Archives/edgar/data/1326380/000095012306005216/0000950123-06-005216-index.htm,S-4,,N/A,5734,N/A
N/A,2006-04-19,https://www.sec.gov/Archives/edgar/data/1326380/000113743906000141/0001137439-06-000141-index.htm,SC 13D/A,,N/A,N/A,N/A
N/A,2006-04-17,https://www.sec.gov/Archives/edgar/data/1326380/000095013806000348/0000950138-06-000348-index.htm,SC 13D/A,,N/A,N/A,N/A
0001326380,2006-04-13,https://www.sec.gov/Archives/edgar/data/1326380/000095012306004629/0000950123-06-004629-index.htm,8-K,,N/A,5734,N/A
N/A,2006-04-13,https://www.sec.gov/Archives/edgar/data/1326380/000114420406014989/0001144204-06-014989-index.htm,SC 13G,,N/A,N/A,N/A
0001326380,2006-04-12,https://www.sec.gov/Archives/edgar/data/1326380/000095012306004584/0000950123-06-004584-index.htm,424B7,,N/A,5734,N/A
0001326380,2006-04-10,https://www.sec.gov/Archives/edgar/data/1326380/000095012306004449/0000950123-06-004449-index.htm,S-3ASR,,N/A,5734,N/A
0001326380,2006-04-03,https://www.sec.gov/Archives/edgar/data/1326380/000095013406006576/0000950134-06-006576-index.htm,10-K,https://www.sec.gov/Archives/edgar/data/1326380/000095013406006576/d34677e10vk.htm,N/A,5734,N/A
0001326380,2006-03-21,https://www.sec.gov/Archives/edgar/data/1326380/000115752306002859/0001157523-06-002859-index.htm,8-K,,N/A,5734,N/A
0001326380,2006-03-03,https://www.sec.gov/Archives/edgar/data/1326380/000095013806000208/0000950138-06-000208-index.htm,8-K,,N/A,5734,N/A
0001326380,2006-02-16,https://www.sec.gov/Archives/edgar/data/1326380/000095013806000163/0000950138-06-000163-index.htm,8-K,,N/A,5734,N/A
0000315066,2006-02-14,https://www.sec.gov/Archives/edgar/data/1326380/000031506606002946/0000315066-06-002946-index.htm,SC 13G/A,,N/A,0000,N/A
N/A,2006-02-10,https://www.sec.gov/Archives/edgar/data/1326380/000091957406000724/0000919574-06-000724-index.htm,SC 13G/A,,N/A,N/A,N/A
N/A,2006-02-10,https://www.sec.gov/Archives/edgar/data/1326380/000091957406000720/0000919574-06-000720-index.htm,SC 13G,,N/A,N/A,N/A
0000038777,2006-02-10,https://www.sec.gov/Archives/edgar/data/1326380/000003877706000235/0000038777-06-000235-index.htm,SC 13G/A,,N/A,6282,N/A
0000898358,2006-02-09,https://www.sec.gov/Archives/edgar/data/1326380/000131571906000057/0001315719-06-000057-index.htm,SC 13G,,N/A,0000,N/A
0000315066,2006-01-10,https://www.sec.gov/Archives/edgar/data/1326380/000031506606000118/0000315066-06-000118-index.htm,SC 13G,,N/A,0000,N/A
0000902219,2006-01-10,https://www.sec.gov/Archives/edgar/data/1326380/000090221906000077/0000902219-06-000077-index.htm,SC 13G/A,,N/A,0000,N/A
0001326380,2005-12-22,https://www.sec.gov/Archives/edgar/data/1326380/000095013805001193/0000950138-05-001193-index.htm,8-K/A,,N/A,5734,N/A
0001326380,2005-12-13,https://www.sec.gov/Archives/edgar/data/1326380/000095013805001175/0000950138-05-001175-index.htm,8-K,,N/A,5734,N/A
0001326380,2005-12-08,https://www.sec.gov/Archives/edgar/data/1326380/000095013405022807/0000950134-05-022807-index.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000095013405022807/d31079e10vq.htm,N/A,5734,N/A
0001326380,2005-11-29,https://www.sec.gov/Archives/edgar/data/1326380/000115752305010463/0001157523-05-010463-index.htm,8-K,,N/A,5734,N/A
0001326380,2005-11-23,https://www.sec.gov/Archives/edgar/data/1326380/000115752305010420/0001157523-05-010420-index.htm,8-K,,N/A,5734,N/A
0000315066,2005-11-10,https://www.sec.gov/Archives/edgar/data/1326380/000031506605002769/0000315066-05-002769-index.htm,SC 13G/A,,N/A,0000,N/A
0001326380,2005-11-04,https://www.sec.gov/Archives/edgar/data/1326380/000095013805001109/0000950138-05-001109-index.htm,424B3,,N/A,5734,N/A
0001326380,2005-11-03,https://www.sec.gov/Archives/edgar/data/1326380/999999999705046544/9999999997-05-046544-index.htm,25,,N/A,5734,N/A
0001326380,2005-10-26,https://www.sec.gov/Archives/edgar/data/1326380/000095013805001041/0000950138-05-001041-index.htm,S-3/A,,N/A,5734,N/A
N/A,2005-10-17,https://www.sec.gov/Archives/edgar/data/1326380/000113743905000238/0001137439-05-000238-index.htm,SC 13D,,N/A,N/A,N/A
0001326380,2005-10-12,https://www.sec.gov/Archives/edgar/data/1326380/000095013805001024/0000950138-05-001024-index.htm,S-3,,N/A,5734,N/A
0001326380,2005-10-12,https://www.sec.gov/Archives/edgar/data/1326380/000095013805001023/0000950138-05-001023-index.htm,8-K,,N/A,5734,N/A
N/A,2005-10-12,https://www.sec.gov/Archives/edgar/data/1326380/000095013805001019/0000950138-05-001019-index.htm,SC 13D,,N/A,N/A,N/A
N/A,2005-10-12,https://www.sec.gov/Archives/edgar/data/1326380/000095013805001018/0000950138-05-001018-index.htm,SC 13D,,N/A,N/A,N/A
0001057746,2005-10-11,https://www.sec.gov/Archives/edgar/data/1326380/000110465905048013/0001104659-05-048013-index.htm,425,,N/A,5734,N/A
0001326380,2005-10-07,https://www.sec.gov/Archives/edgar/data/1326380/000095013805000987/0000950138-05-000987-index.htm,POS AM,,N/A,5734,N/A
0001326380,2005-10-07,https://www.sec.gov/Archives/edgar/data/1326380/000095013805000986/0000950138-05-000986-index.htm,S-4,,N/A,5734,N/A
0001057746,2005-10-07,https://www.sec.gov/Archives/edgar/data/1326380/000110465905047579/0001104659-05-047579-index.htm,425,,N/A,5734,N/A
0001326380,2005-10-04,https://www.sec.gov/Archives/edgar/data/1326380/999999999705041555/9999999997-05-041555-index.htm,CERTNYS,,N/A,5734,N/A
0001326380,2005-10-03,https://www.sec.gov/Archives/edgar/data/1326380/000095013805000969/0000950138-05-000969-index.htm,8-A12B,,N/A,5734,N/A
0001157644,2005-09-30,https://www.sec.gov/Archives/edgar/data/1326380/000095013805000965/0000950138-05-000965-index.htm,425,,N/A,5734,N/A
0001157644,2005-09-27,https://www.sec.gov/Archives/edgar/data/1326380/000095012305011537/0000950123-05-011537-index.htm,425,,N/A,5734,N/A
0001057746,2005-09-06,https://www.sec.gov/Archives/edgar/data/1326380/000110465905042916/0001104659-05-042916-index.htm,425,,N/A,5734,N/A
0001157644,2005-09-06,https://www.sec.gov/Archives/edgar/data/1326380/000095013805000889/0000950138-05-000889-index.htm,425,,N/A,5734,N/A
0001326380,2005-09-06,https://www.sec.gov/Archives/edgar/data/1326380/000095012305010756/0000950123-05-010756-index.htm,424B3,,N/A,5734,N/A
0001326380,2005-09-02,https://www.sec.gov/Archives/edgar/data/1326380/000095012305010722/0000950123-05-010722-index.htm,CORRESP,,N/A,5734,N/A
0001326380,2005-09-02,https://www.sec.gov/Archives/edgar/data/1326380/000095012305010711/0000950123-05-010711-index.htm,S-4/A,,N/A,5734,N/A
0001326380,2005-08-26,https://www.sec.gov/Archives/edgar/data/1326380/000095013805000872/0000950138-05-000872-index.htm,CORRESP,,N/A,5734,N/A
0001326380,2005-08-23,https://www.sec.gov/Archives/edgar/data/1326380/000000000005043481/0000000000-05-043481-index.htm,UPLOAD,,N/A,5734,N/A
0001326380,2005-07-08,https://www.sec.gov/Archives/edgar/data/1326380/000095012305008304/0000950123-05-008304-index.htm,S-4/A,,N/A,5734,N/A
0001326380,2005-07-01,https://www.sec.gov/Archives/edgar/data/1326380/000095012305008117/0000950123-05-008117-index.htm,CORRESP,,N/A,5734,N/A
0001326380,2005-06-22,https://www.sec.gov/Archives/edgar/data/1326380/000000000005031867/0000000000-05-031867-index.htm,UPLOAD,,N/A,5734,N/A
0001057746,2005-06-15,https://www.sec.gov/Archives/edgar/data/1326380/000110465905028235/0001104659-05-028235-index.htm,425,,N/A,5734,N/A
0001057746,2005-06-09,https://www.sec.gov/Archives/edgar/data/1326380/000110465905027528/0001104659-05-027528-index.htm,425,,N/A,5734,N/A
0001157644,2005-06-09,https://www.sec.gov/Archives/edgar/data/1326380/000095013805000521/0000950138-05-000521-index.htm,425,,N/A,5734,N/A
N/A,2005-05-23,https://www.sec.gov/Archives/edgar/data/1326380/000095012305006637/0000950123-05-006637-index.htm,S-4,,N/A,N/A,N/A
